"ip_address","nick_name","start_time","end_time","pic_id","response_no","conf_level","choice_reason","description"
9,15,"2015-02-19 14:59:57","2015-02-19 15:00:17",12,"1",2,"_ASSIGN ","turk16"
4,4,"2015-02-19 14:59:59","2015-02-19 15:00:19",378,"15",2,"_outlier","turk16"
21,22,"2015-02-19 14:59:50","2015-02-19 15:00:23",402,"17",3,"_Strongest linear correlation","turk16"
20,21,"2015-02-19 14:59:53","2015-02-19 15:00:23",1,"20",4,"_grouping","turk16"
4,4,"2015-02-19 15:00:20","2015-02-19 15:00:25",253,"5",4,"_outlier","turk16"
13,13,"2015-02-19 14:59:33","2015-02-19 15:00:26",28,"13",4,"_separate clump","turk16"
18,19,"2015-02-19 14:59:56","2015-02-19 15:00:26",39,"19",5,"_","turk16"
5,5,"2015-02-19 15:00:12","2015-02-19 15:00:27",350,"14",5,"_clustering","turk16"
16,17,"2015-02-19 14:59:36","2015-02-19 15:00:30",45,"10",5,"_missing circle","turk16"
4,4,"2015-02-19 15:00:26","2015-02-19 15:00:37",229,"1",3,"_outlier","turk16"
23,24,"2015-02-19 15:00:04","2015-02-19 15:00:38",194,"13",5,"_defined groups of plots","turk16"
18,19,"2015-02-19 15:00:30","2015-02-19 15:00:38",8,"15",5,"_","turk16"
21,22,"2015-02-19 15:00:25","2015-02-19 15:00:39",325,"18",4,"_Inconsistent grouping","turk16"
3,3,"2015-02-19 14:59:24","2015-02-19 15:00:43",48,"12",3,"_Dots are spread out differently","turk16"
4,4,"2015-02-19 15:00:38","2015-02-19 15:00:43",207,"20",4,"_outlier","turk16"
5,5,"2015-02-19 15:00:29","2015-02-19 15:00:46",274,"13,7",5,"_clustering, linear relationship","turk16"
17,18,"2015-02-19 14:59:38","2015-02-19 15:00:47",52,"12",5,"_blue circle missing","turk16"
6,6,"2015-02-19 15:00:23","2015-02-19 15:00:47",7,"13",4,"_disjointed pattern","turk16"
18,19,"2015-02-19 15:00:40","2015-02-19 15:00:47",6,"14",5,"_","turk16"
22,23,"2015-02-19 14:59:52","2015-02-19 15:00:48",19,"1",3,"_More of the shapes fall outside the circled areas. ","turk16"
2,2,"2015-02-19 15:00:16","2015-02-19 15:00:49",31,"5,11",4,"_Clusters are too far apart","turk16"
15,16,"2015-02-19 15:00:12","2015-02-19 15:00:50",25,"5",3,"_lines are closer together than in other graphs.","turk16"
5,5,"2015-02-19 15:00:48","2015-02-19 15:00:55",148,"8",5,"_clustering","turk16"
20,21,"2015-02-19 15:00:26","2015-02-19 15:00:59",3,"14",3,"_grouping","turk16"
10,10,"2015-02-19 15:00:07","2015-02-19 15:01:01",20,"13",4,"_the points are just scattered in three areas on the grid, and not necessarily along a diagonal.","turk16"
2,2,"2015-02-19 15:00:51","2015-02-19 15:01:08",46,"19",4,"_Clusters are too far apart","turk16"
9,15,"2015-02-19 15:00:39","2015-02-19 15:01:09",271,"10,13",2,"_PLACED","turk16"
5,5,"2015-02-19 15:00:57","2015-02-19 15:01:11",495,"1",5,"_tight clusters","turk16"
16,17,"2015-02-19 15:00:34","2015-02-19 15:01:17",19,"2",4,"_compressed grouping","turk16"
17,18,"2015-02-19 15:00:49","2015-02-19 15:01:18",34,"6",3,"_Groups of points","turk16"
19,20,"2015-02-19 15:00:48","2015-02-19 15:01:18",23,"1",2,"_5 separate sections ","turk16"
24,25,"2015-02-19 15:00:52","2015-02-19 15:01:19",338,"6",5,"_forms a square","turk16"
15,16,"2015-02-19 15:00:52","2015-02-19 15:01:24",53,"11",4,"_one group is farther out from the others compared to other graphs.","turk16"
21,22,"2015-02-19 15:00:41","2015-02-19 15:01:25",487,"4",4,"_Inconsistent grouping","turk16"
5,5,"2015-02-19 15:01:13","2015-02-19 15:01:26",476,"7",5,"_linear relationship","turk16"
22,23,"2015-02-19 15:00:54","2015-02-19 15:01:26",18,"5",4,"_There are more distinct clusters than the other plots. ","turk16"
23,24,"2015-02-19 15:00:58","2015-02-19 15:01:33",385,"19",5,"_strongest linear correlation","turk16"
2,2,"2015-02-19 15:01:09","2015-02-19 15:01:34",9,"11,12",4,"_Clusters are too far apart","turk16"
20,21,"2015-02-19 15:01:03","2015-02-19 15:01:46",11,"18",2,"_group","turk16"
22,23,"2015-02-19 15:01:27","2015-02-19 15:01:53",29,"14",4,"_The clusters are tighter with no overlap.","turk16"
3,3,"2015-02-19 15:00:45","2015-02-19 15:01:54",21,"4",5,"_Two main circles instead of three","turk16"
6,6,"2015-02-19 15:01:07","2015-02-19 15:01:57",19,"1",3,"_separated colors from line","turk16"
17,18,"2015-02-19 15:01:20","2015-02-19 15:01:57",3,"4",5,"_groups of points","turk16"
16,17,"2015-02-19 15:01:22","2015-02-19 15:02:01",11,"13",5,"_segregated grouping","turk16"
24,25,"2015-02-19 15:01:46","2015-02-19 15:02:08",117,"1",5,"_dots in clumps","turk16"
15,16,"2015-02-19 15:01:26","2015-02-19 15:02:09",10,"1",4,"_points are clustered in clumps","turk16"
19,20,"2015-02-19 15:01:20","2015-02-19 15:02:09",43,"7",2,"_slight triangle peak","turk16"
23,24,"2015-02-19 15:01:37","2015-02-19 15:02:11",39,"12",5,"_strongest linear correlation","turk16"
18,19,"2015-02-19 15:01:08","2015-02-19 15:02:13",247,"5",5,"_","turk16"
22,23,"2015-02-19 15:01:54","2015-02-19 15:02:14",2,"19",4,"_There is only one red shape in the plot. ","turk16"
21,22,"2015-02-19 15:01:27","2015-02-19 15:02:15",248,"1",4,"_Inconsistent grouping","turk16"
3,3,"2015-02-19 15:01:56","2015-02-19 15:02:21",38,"15",5,"_Straight line VS the others","turk16"
25,26,"2015-02-19 15:01:27","2015-02-19 15:02:32",289,"14",5,"_circles not touching line","turk16"
10,10,"2015-02-19 15:01:03","2015-02-19 15:02:44",40,"18",3,"_the scatter pattern of reds is misaligned from the diagnoal axis.","turk16"
16,17,"2015-02-19 15:02:06","2015-02-19 15:02:47",23,"1",4,"_segregated grouping","turk16"
15,16,"2015-02-19 15:02:11","2015-02-19 15:02:53",35,"14",5,"_points form two diverging lines.","turk16"
24,25,"2015-02-19 15:02:30","2015-02-19 15:03:00",176,"5",5,"_not touching","turk16"
3,3,"2015-02-19 15:02:23","2015-02-19 15:03:00",34,"6",4,"_Spread out differently than others","turk16"
21,22,"2015-02-19 15:02:17","2015-02-19 15:03:07",176,"5",4,"_Inconsistent grouping","turk16"
23,24,"2015-02-19 15:02:16","2015-02-19 15:03:16",108,"18",4,"_tightest group of positive correlation","turk16"
26,27,"2015-02-19 15:02:48","2015-02-19 15:03:24",72,"15",4,"_disconnected islands of data","turk16"
22,23,"2015-02-19 15:02:17","2015-02-19 15:03:27",41,"13",3,"_There are more distinct groups where as the other plots follow the diagonal line. ","turk16"
16,17,"2015-02-19 15:02:51","2015-02-19 15:03:28",29,"14",4,"_segregated grouping","turk16"
6,6,"2015-02-19 15:01:59","2015-02-19 15:03:29",41,"11",3,"_dots are freer flowing","turk16"
21,22,"2015-02-19 15:03:15","2015-02-19 15:03:32",244,"5",5,"_Strongest linear correlation","turk16"
20,21,"2015-02-19 15:02:11","2015-02-19 15:03:38",50,"9",2,"_group","turk16"
5,5,"2015-02-19 15:03:31","2015-02-19 15:03:40",173,"5",5,"_clusters","turk16"
21,22,"2015-02-19 15:03:36","2015-02-19 15:03:46",53,"14",5,"_Inconsistent grouping","turk16"
24,25,"2015-02-19 15:03:05","2015-02-19 15:03:46",439,"16",3,"_more clustered","turk16"
10,10,"2015-02-19 15:02:48","2015-02-19 15:03:48",53,"15",4,"_the scatter pattern of dots seemed to be more random and generalized throughout the grid compared to the others,","turk16"
25,26,"2015-02-19 15:02:42","2015-02-19 15:03:49",62,"13",5,"_grouping and distance","turk16"
23,24,"2015-02-19 15:03:21","2015-02-19 15:03:50",237,"2",5,"_strongest linear correlation","turk16"
21,22,"2015-02-19 15:03:47","2015-02-19 15:03:56",131,"19",5,"_Inconsistent grouping","turk16"
16,17,"2015-02-19 15:03:33","2015-02-19 15:03:58",45,"8",5,"_missing circle","turk16"
3,3,"2015-02-19 15:03:02","2015-02-19 15:04:00",3,"4",4,"_Spaced further apart","turk16"
5,5,"2015-02-19 15:03:44","2015-02-19 15:04:07",331,"6",5,"_separation between groups","turk16"
24,25,"2015-02-19 15:03:50","2015-02-19 15:04:17",231,"3",3,"_more clustered","turk16"
23,24,"2015-02-19 15:03:54","2015-02-19 15:04:22",86,"12",4,"_distinct groups","turk16"
16,17,"2015-02-19 15:04:04","2015-02-19 15:04:30",14,"19",4,"_segregated grouping","turk16"
27,28,"2015-02-19 15:03:49","2015-02-19 15:04:34",51,"14",2,"_looks way messed up. No corelation. ","turk16"
3,3,"2015-02-19 15:04:02","2015-02-19 15:04:35",12,"1",5,"_Filled out different","turk16"
26,27,"2015-02-19 15:03:35","2015-02-19 15:04:36",214,"4,10",3,"_concentration of cross shape near the center","turk16"
24,25,"2015-02-19 15:04:20","2015-02-19 15:04:41",143,"8",4,"_more clustered","turk16"
10,10,"2015-02-19 15:03:50","2015-02-19 15:04:45",3,"4",5,"_the others have points that are centralized around a diagonal, while this one has the points around three distinct areas on the grid.","turk16"
23,24,"2015-02-19 15:04:25","2015-02-19 15:04:53",422,"20",4,"_strongest linear correlation","turk16"
6,6,"2015-02-19 15:03:30","2015-02-19 15:04:57",4,"9",3,"_lines far apart and dots bunched and separated","turk16"
20,21,"2015-02-19 15:04:21","2015-02-19 15:05:00",22,"11",4,"_group","turk16"
21,22,"2015-02-19 15:04:01","2015-02-19 15:05:04",469,"5",5,"_Inconsistent grouping","turk16"
27,28,"2015-02-19 15:04:42","2015-02-19 15:05:04",346,"14",2,"_The areas are smaller and not touching at all","turk16"
3,3,"2015-02-19 15:04:38","2015-02-19 15:05:05",27,"2",5,"_Spaced further apart","turk16"
24,25,"2015-02-19 15:04:43","2015-02-19 15:05:16",524,"10",3,"_contains line","turk16"
26,27,"2015-02-19 15:04:50","2015-02-19 15:05:22",428,"20",4,"_grouping closer together","turk16"
3,3,"2015-02-19 15:05:09","2015-02-19 15:05:24",5,"19",5,"_Straight line VS the others","turk16"
27,28,"2015-02-19 15:05:10","2015-02-19 15:05:28",418,"11",1,"_Almost horizontal lines, very different. ","turk16"
6,6,"2015-02-19 15:04:59","2015-02-19 15:05:36",33,"18",4,"_more disconnected color pattern","turk16"
28,29,"2015-02-19 15:05:07","2015-02-19 15:05:41",291,"12",5,"_groups of points","turk16"
23,24,"2015-02-19 15:04:56","2015-02-19 15:05:45",260,"5",4,"_distinct groups","turk16"
27,28,"2015-02-19 15:05:30","2015-02-19 15:05:48",159,"4",1,"_The points are all in separate places, no relationship","turk16"
24,25,"2015-02-19 15:05:19","2015-02-19 15:06:04",15,"20",3,"_dots outside drawings","turk16"
27,28,"2015-02-19 15:05:50","2015-02-19 15:06:08",487,"4",2,"_Very spread out data points with no corelation","turk16"
26,27,"2015-02-19 15:05:31","2015-02-19 15:06:11",203,"20",4,"_more islands that disconnected","turk16"
23,24,"2015-02-19 15:05:49","2015-02-19 15:06:13",401,"17",5,"_strongest linear correlation","turk16"
29,30,"2015-02-19 14:55:51","2015-02-19 15:06:16",36,"15",5,"_pattern inconsistent","turk16"
27,28,"2015-02-19 15:06:10","2015-02-19 15:06:26",125,"16",1,"_Small and separated data point areas","turk16"
23,24,"2015-02-19 15:06:18","2015-02-19 15:06:34",23,"4",5,"_distinct groups","turk16"
24,25,"2015-02-19 15:06:07","2015-02-19 15:06:42",202,"20",3,"_more clustered","turk16"
27,28,"2015-02-19 15:06:28","2015-02-19 15:06:46",232,"1",2,"_more spread out data points.","turk16"
25,26,"2015-02-19 15:03:51","2015-02-19 15:06:46",540,"10",4,"_two pink dots but no pink circle","turk16"
29,30,"2015-02-19 15:06:25","2015-02-19 15:06:51",30,"20,12",5,"_pattern separated in different spots","turk16"
24,25,"2015-02-19 15:06:45","2015-02-19 15:07:11",40,"12",4,"_thinner","turk16"
29,30,"2015-02-19 15:06:54","2015-02-19 15:07:12",36,"15,18,1",5,"_pattern inconsistent and outliers","turk16"
28,29,"2015-02-19 15:05:59","2015-02-19 15:07:25",269,"2",4,"_non linear groupings","turk16"
26,27,"2015-02-19 15:06:20","2015-02-19 15:07:34",370,"3",3,"_red sticks out most from group","turk16"
3,3,"2015-02-19 15:07:07","2015-02-19 15:07:35",504,"6",5,"_grouped differently","turk16"
29,30,"2015-02-19 15:07:14","2015-02-19 15:07:37",52,"2",4,"_pattern inconsistent","turk16"
27,28,"2015-02-19 15:07:14","2015-02-19 15:07:38",520,"11",2,"_Seems to be less corelation between the points.","turk16"
30,31,"2015-02-19 15:07:19","2015-02-19 15:07:42",237,"2",5,"_Strongest linear trend","turk16"
3,3,"2015-02-19 15:07:39","2015-02-19 15:07:53",363,"12",5,"_Straight line VS the others","turk16"
20,21,"2015-02-19 15:05:04","2015-02-19 15:07:57",18,"5",3,"_separation","turk16"
27,28,"2015-02-19 15:07:40","2015-02-19 15:07:58",14,"9",2,"_data points are grouped heavily together.","turk16"
24,25,"2015-02-19 15:07:15","2015-02-19 15:08:09",481,"",0,"_","turk16"
28,29,"2015-02-19 15:07:27","2015-02-19 15:08:15",25,"4",4,"_very small groupings","turk16"
3,3,"2015-02-19 15:07:58","2015-02-19 15:08:16",507,"6",4,"_grouped differently","turk16"
30,31,"2015-02-19 15:07:58","2015-02-19 15:08:16",443,"7",3,"_ Groups of points","turk16"
26,27,"2015-02-19 15:07:47","2015-02-19 15:08:23",329,"9,19,18",4,"_less of a slope","turk16"
29,30,"2015-02-19 15:07:39","2015-02-19 15:08:24",49,"4,13",5,"_pattern separated in different spots","turk16"
28,29,"2015-02-19 15:08:17","2015-02-19 15:08:32",413,"12",5,"_most linear","turk16"
30,31,"2015-02-19 15:08:18","2015-02-19 15:08:36",439,"18",5,"_Strongest linear trend","turk16"
29,30,"2015-02-19 15:08:28","2015-02-19 15:08:43",42,"11",5,"_pattern separated in different spots","turk16"
26,27,"2015-02-19 15:08:26","2015-02-19 15:08:50",171,"5",4,"_concentration in islands","turk16"
30,31,"2015-02-19 15:08:39","2015-02-19 15:08:50",382,"19",5,"_Strongest linear trend","turk16"
29,30,"2015-02-19 15:08:45","2015-02-19 15:08:55",23,"1",5,"_pattern separated in different spots","turk16"
31,32,"2015-02-19 15:08:02","2015-02-19 15:09:02",148,"8",5,"_big spaces","turk16"
28,29,"2015-02-19 15:08:38","2015-02-19 15:09:07",337,"6",5,"_non linear groupings","turk16"
25,26,"2015-02-19 15:06:52","2015-02-19 15:09:10",433,"16",5,"_each symbol group tightly and away from other symbols","turk16"
26,27,"2015-02-19 15:08:52","2015-02-19 15:09:12",115,"1",5,"_ilsands, less overlap","turk16"
30,31,"2015-02-19 15:08:52","2015-02-19 15:09:28",270,"9",3,"_Strongest linear trend","turk16"
29,30,"2015-02-19 15:08:57","2015-02-19 15:09:36",45,"7,8",5,"_pattern inconsistent, red dots are uncommon","turk16"
28,29,"2015-02-19 15:09:09","2015-02-19 15:09:37",508,"6",5,"_groups of points","turk16"
26,27,"2015-02-19 15:09:14","2015-02-19 15:09:41",286,"7",2,"_pink group really sticks out","turk16"
30,31,"2015-02-19 15:09:30","2015-02-19 15:09:46",54,"1",4,"_Strongest linear trend","turk16"
32,33,"2015-02-19 15:09:19","2015-02-19 15:09:56",93,"1",4,"_Contains the most dense grouping of points","turk16"
30,31,"2015-02-19 15:09:48","2015-02-19 15:10:01",21,"15",3,"_most spread out","turk16"
26,27,"2015-02-19 15:09:43","2015-02-19 15:10:02",257,"5",4,"_isolated groups","turk16"
30,31,"2015-02-19 15:10:03","2015-02-19 15:10:14",118,"1",5,"_ Groups of points","turk16"
29,30,"2015-02-19 15:09:38","2015-02-19 15:10:18",39,"5",5,"_pattern separated in different spots","turk16"
31,32,"2015-02-19 15:09:21","2015-02-19 15:10:18",239,"3",5,"_not on line like others","turk16"
28,29,"2015-02-19 15:09:38","2015-02-19 15:10:19",224,"1",5,"_random groups of points","turk16"
25,26,"2015-02-19 15:09:12","2015-02-19 15:10:27",44,"12",5,"_tight grouping","turk16"
30,31,"2015-02-19 15:10:15","2015-02-19 15:10:36",66,"12",3,"_most spread out","turk16"
28,29,"2015-02-19 15:10:22","2015-02-19 15:10:45",332,"6",5,"_non linear groupings","turk16"
31,32,"2015-02-19 15:10:22","2015-02-19 15:10:48",115,"1",5,"_smaller circles","turk16"
30,31,"2015-02-19 15:10:38","2015-02-19 15:10:53",505,"8",4,"_Strongest linear trend","turk16"
32,33,"2015-02-19 15:10:25","2015-02-19 15:11:03",340,"6",5,"_Heavy Vertical Orientation","turk16"
33,34,"2015-02-19 15:09:32","2015-02-19 15:11:07",346,"18",5,"_it has extra red line","turk16"
28,29,"2015-02-19 15:10:48","2015-02-19 15:11:16",166,"14",4,"_most linear","turk16"
34,35,"2015-02-19 15:10:23","2015-02-19 15:11:17",424,"2",5,"_alignment","turk16"
25,26,"2015-02-19 15:10:28","2015-02-19 15:11:27",115,"1",5,"_small circles","turk16"
28,29,"2015-02-19 15:11:18","2015-02-19 15:11:35",140,"19",5,"_groups of points","turk16"
32,33,"2015-02-19 15:11:06","2015-02-19 15:11:36",376,"1",5,"_3 Colored Sections Never Touch","turk16"
31,32,"2015-02-19 15:10:55","2015-02-19 15:12:02",514,"2",5,"_more spaces between groups","turk16"
33,34,"2015-02-19 15:11:31","2015-02-19 15:12:10",532,"13",5,"_oposite direction","turk16"
31,32,"2015-02-19 15:12:04","2015-02-19 15:12:50",221,"1",5,"_spaces between grouping","turk16"
32,33,"2015-02-19 15:11:37","2015-02-19 15:13:04",329,"18",3,"_Alternates heavily between color and across the line","turk16"
25,26,"2015-02-19 15:13:01","2015-02-19 15:13:11",508,"6",3,"_grouping","turk16"
32,33,"2015-02-19 15:13:05","2015-02-19 15:13:16",218,"11",5,"_Strongest Linear Trend","turk16"
31,32,"2015-02-19 15:12:52","2015-02-19 15:13:23",27,"15",5,"_more spaces between objects","turk16"
33,34,"2015-02-19 15:12:16","2015-02-19 15:13:39",484,"4",3,"_oposite direction","turk16"
25,26,"2015-02-19 15:13:14","2015-02-19 15:14:07",317,"18",5,"_groups, not touching line","turk16"
31,32,"2015-02-19 15:13:25","2015-02-19 15:14:08",432,"18",5,"_more linear","turk16"
32,33,"2015-02-19 15:13:18","2015-02-19 15:14:12",242,"1",4,"_Blue seems most disconnected","turk16"
33,34,"2015-02-19 15:13:43","2015-02-19 15:14:16",167,"13",5,"_too close","turk16"
35,36,"2015-02-19 15:13:55","2015-02-19 15:14:20",23,"4",5,"_They are distanced from eachother","turk16"
32,33,"2015-02-19 15:14:13","2015-02-19 15:14:26",31,"12",4,"_Strongest Linear Trend","turk16"
35,36,"2015-02-19 15:14:28","2015-02-19 15:14:44",418,"11",5,"_Clumped together","turk16"
32,33,"2015-02-19 15:14:28","2015-02-19 15:14:48",244,"5",4,"_Strongest Linear Trend","turk16"
35,36,"2015-02-19 15:14:46","2015-02-19 15:15:00",266,"2",5,"_None are overlapping.","turk16"
33,34,"2015-02-19 15:14:19","2015-02-19 15:15:01",401,"13",5,"_different shape","turk16"
36,37,"2015-02-19 15:14:36","2015-02-19 15:15:04",135,"19",5,"_spaced out most","turk16"
31,32,"2015-02-19 15:14:10","2015-02-19 15:15:05",496,"3",3,"_grouping is tight and more object in a smaller space","turk16"
34,35,"2015-02-19 15:11:55","2015-02-19 15:15:05",283,"10",4,"_dot alignment","turk16"
32,33,"2015-02-19 15:14:48","2015-02-19 15:15:13",445,"8",5,"_No big red circle","turk16"
25,26,"2015-02-19 15:14:09","2015-02-19 15:15:19",131,"19",4,"_clusters","turk16"
35,36,"2015-02-19 15:15:03","2015-02-19 15:15:32",500,"1",3,"_They are all small","turk16"
32,33,"2015-02-19 15:15:14","2015-02-19 15:15:38",507,"6",5,"_Fewest Points on the line itself","turk16"
36,37,"2015-02-19 15:15:18","2015-02-19 15:15:44",261,"2",4,"_spaced out most","turk16"
35,36,"2015-02-19 15:15:33","2015-02-19 15:15:47",275,"7",5,"_The only one in a line.","turk16"
35,36,"2015-02-19 15:15:50","2015-02-19 15:15:58",341,"14",4,"_They are distanced from eachother","turk16"
31,32,"2015-02-19 15:15:10","2015-02-19 15:15:59",83,"2,11",2,"_2 is more linear, 11 has bigger spaces","turk16"
35,36,"2015-02-19 15:16:00","2015-02-19 15:16:09",137,"19",5,"_Clumped together","turk16"
36,37,"2015-02-19 15:15:47","2015-02-19 15:16:14",222,"6",5,"_straightest line","turk16"
33,34,"2015-02-19 15:15:17","2015-02-19 15:16:17",18,"9",4,"_shape difference","turk16"
35,36,"2015-02-19 15:16:11","2015-02-19 15:16:20",432,"16",4,"_They are distanced from eachother","turk16"
25,26,"2015-02-19 15:15:21","2015-02-19 15:16:21",236,"2",5,"_groups form a line","turk16"
37,38,"2015-02-19 15:13:08","2015-02-19 15:16:35",125,"16,1,13",4,"_Nearly all of the data points are arranged into distinct sets. For the other plots, at least two of the sets intersect.","turk16"
36,37,"2015-02-19 15:16:17","2015-02-19 15:16:35",317,"18",0,"_none on the line","turk16"
34,35,"2015-02-19 15:15:11","2015-02-19 15:16:38",465,"15",4,"_nature of dots","turk16"
31,32,"2015-02-19 15:16:01","2015-02-19 15:16:39",50,"19",5,"_most linear","turk16"
35,36,"2015-02-19 15:16:21","2015-02-19 15:16:42",459,"12",3,"_Too many on one side.","turk16"
35,36,"2015-02-19 15:16:43","2015-02-19 15:16:52",44,"12",4,"_They are distanced from eachother","turk16"
36,37,"2015-02-19 15:16:37","2015-02-19 15:17:08",410,"17",4,"_all on the line","turk16"
36,37,"2015-02-19 15:17:11","2015-02-19 15:17:36",173,"5",5,"_piled up differently than the others","turk16"
34,35,"2015-02-19 15:16:57","2015-02-19 15:17:38",62,"20",4,"_dot alignment","turk16"
33,34,"2015-02-19 15:16:20","2015-02-19 15:17:47",273,"18",2,"_straight","turk16"
36,37,"2015-02-19 15:17:39","2015-02-19 15:18:11",58,"14",4,"_spaced out differently","turk16"
33,34,"2015-02-19 15:17:50","2015-02-19 15:18:20",260,"5",5,"_differences","turk16"
38,39,"2015-02-19 15:18:05","2015-02-19 15:18:21",165,"13",4,"_smaller","turk16"
37,38,"2015-02-19 15:17:19","2015-02-19 15:18:29",226,"1",4,"_This is the only plot with data points organized into distinct sets.","turk16"
34,35,"2015-02-19 15:17:55","2015-02-19 15:18:38",87,"11",5,"_nature of dots","turk16"
39,40,"2015-02-19 14:58:15","2015-02-19 15:18:48",38,"1",3,"_Too blobby, no structure","turk16"
36,37,"2015-02-19 15:18:14","2015-02-19 15:18:48",496,"1",4,"_red is totally away from the blue and yellow","turk16"
40,41,"2015-02-19 15:18:24","2015-02-19 15:18:59",340,"3",4,"_Groups were too consistent","turk16"
26,42,"2015-02-19 15:18:22","2015-02-19 15:19:00",267,"9",4,"_more focused contration along line","turk16"
38,39,"2015-02-19 15:18:33","2015-02-19 15:19:03",457,"16",3,"_more spread out","turk16"
33,34,"2015-02-19 15:18:23","2015-02-19 15:19:05",139,"19",5,"_directions change","turk16"
36,37,"2015-02-19 15:18:57","2015-02-19 15:19:15",349,"14",5,"_no blocks are touching line","turk16"
38,39,"2015-02-19 15:19:06","2015-02-19 15:19:23",430,"2",3,"_spread out and smaller","turk16"
37,38,"2015-02-19 15:18:32","2015-02-19 15:19:32",291,"12",5,"_The data points are separated into two distinct clusters.","turk16"
38,39,"2015-02-19 15:19:25","2015-02-19 15:19:35",534,"20",3,"_spread out","turk16"
26,42,"2015-02-19 15:19:15","2015-02-19 15:19:36",9,"11",4,"_data in separate clusters","turk16"
34,35,"2015-02-19 15:18:43","2015-02-19 15:19:37",131,"19",5,"_alignment","turk16"
