"","N","K","sd.trend","sd.cluster","null.line","null.cluster","null.gini","line","cluster","gini"
"88",45,3,0.25,0.2,0.682045242059242,0.834664876712438,0.8384,0.797326271153198,0.935361676455226,0.906841535965387
"89",45,3,0.25,0.2,0.702360222401328,0.856335278187426,0.822852608609403,0.879407547327841,0.926704808349708,0.869623882610896
"90",45,3,0.25,0.2,0.667276333507456,0.863005249132346,0.815711168418965,0.820843612110409,0.957013616417464,0.915925925925926
"91",45,3,0.25,0.2,0.588047255924772,0.845881150779816,0.845937324075812,0.888125978067355,0.956513410008726,0.898243576716505
"92",45,3,0.25,0.2,0.683289657898457,0.876474975563242,0.778925619834711,0.862379592100479,0.953452348587575,0.90440778799351
"93",45,3,0.25,0.2,0.733832965935604,0.851485824044756,0.825967859751644,0.868123996289169,0.957093681912185,0.898243576716505
"94",45,3,0.25,0.2,0.697368299604619,0.821821668976851,0.829994048799841,0.879475263227803,0.946364334830385,0.909478305785124
"95",45,3,0.25,0.2,0.670363403068286,0.85257901445287,0.8576,0.850539654988397,0.928345816020532,0.880577037477692
"96",45,3,0.25,0.2,0.854222986612597,0.881042290547122,0.827613568736362,0.843555531993253,0.943328460629673,0.917178638941399
"97",45,3,0.25,0.2,0.746640470831591,0.83637765489371,0.8576,0.817509080424802,0.948511712112407,0.917178638941399
"98",45,3,0.25,0.2,0.648640402339684,0.857036716158243,0.778925619834711,0.85766224306485,0.95417311337834,0.908442330558858
"99",45,3,0.25,0.2,0.62000282127502,0.881765801552162,0.804032766225583,0.86622743461845,0.951463106091694,0.91679748822606
"100",45,3,0.25,0.2,0.740884646838687,0.900921899327156,0.801836734693878,0.896564147393941,0.940495475130797,0.923656509695291
"101",45,3,0.25,0.2,0.693722174094294,0.872460755691088,0.87171875,0.870728631934863,0.953062610602694,0.919305293005671
"102",45,3,0.25,0.2,0.731343468149073,0.838380822077186,0.71957671957672,0.815357860186191,0.948886954690179,0.906841535965387
"103",45,3,0.25,0.2,0.736447706232338,0.854731831150136,0.845937324075812,0.82300008611957,0.946879016932362,0.91679748822606
"104",45,3,0.25,0.2,0.727648234693091,0.861289940409403,0.809073724007561,0.839062928871121,0.94268082144008,0.916666666666667
"105",45,3,0.25,0.2,0.754436053011155,0.858108926519608,0.751220703125,0.882257150089517,0.95928520123799,0.908442330558858
"106",45,3,0.25,0.2,0.694199263804672,0.849134672897949,0.823419027960218,0.861378060122243,0.914102708547293,0.86328125
"107",45,3,0.25,0.2,0.715238341714434,0.858355496715021,0.852264426588751,0.904016561807194,0.934575437244617,0.919986419194206
"108",45,3,0.25,0.2,0.686246736719191,0.831708102246729,0.815711168418965,0.835124984746081,0.939734851270523,0.898384353741497
"109",45,3,0.25,0.2,0.690482057425351,0.837688038984869,0.814977230561646,0.884516886366713,0.939921732253101,0.859733333333333
"110",45,3,0.25,0.2,0.688074287789241,0.842312265514144,0.838541666666667,0.8853081410999,0.954379418335427,0.915925925925926
"111",45,3,0.25,0.2,0.635509527689121,0.863245926659888,0.822852608609403,0.88726707946518,0.958087127057434,0.921262573707943
"112",45,3,0.25,0.2,0.664184809798268,0.875498816440138,0.790008650519031,0.896923264589837,0.93270960939335,0.898243576716505
"113",45,3,0.25,0.2,0.745571167982011,0.855419630912549,0.86328125,0.848114705576199,0.950212890149667,0.893961927424152
"114",45,3,0.25,0.2,0.760018088132203,0.860904795761448,0.843685494464252,0.899654446290474,0.943704440646119,0.910027744748315
"115",45,3,0.25,0.2,0.743241719078253,0.868913925160711,0.822852608609403,0.863444192409761,0.93599847753053,0.902975778546713
"116",45,3,0.25,0.2,0.682700808095762,0.857787387097815,0.804032766225583,0.778988810321228,0.932947639975844,0.8732741617357
"117",45,3,0.25,0.2,0.632437601123137,0.864837395940458,0.757396449704142,0.872564690367565,0.939246890969414,0.915925925925926
"118",45,3,0.25,0.2,0.670632854611395,0.848604679485763,0.829144881092933,0.749550468345584,0.950312284251515,0.923656509695291
"119",45,3,0.25,0.2,0.674373316459042,0.85072814820957,0.814933333333333,0.863124127446425,0.95740001863648,0.896501669327914
"120",45,3,0.25,0.2,0.684674403619318,0.868803626475909,0.837384259259259,0.837123786158153,0.935620907121718,0.894854253420583
"121",45,3,0.25,0.2,0.655916463406489,0.868997764264936,0.707482993197279,0.846983161325582,0.9471317070316,0.9248046875
"122",45,3,0.25,0.2,0.76291072204354,0.86013574964128,0.848977355734112,0.844832269147672,0.947041332105323,0.91679748822606
"123",45,3,0.25,0.2,0.729041633405754,0.847347527626928,0.829994048799841,0.889580268097252,0.944913513839368,0.90440778799351
"124",45,3,0.25,0.2,0.739208183660898,0.881448253524843,0.777548209366391,0.858296304375573,0.939195018408465,0.906841535965387
"125",45,3,0.25,0.2,0.643892215537427,0.841757301172504,0.765917159763314,0.861864662737175,0.943673967813168,0.898148148148148
"126",45,3,0.25,0.2,0.713987309838974,0.859003207094155,0.843498904309715,0.841097551687282,0.957080732818816,0.915925925925926
"127",45,3,0.25,0.2,0.71310373048161,0.8495494108287,0.821428571428571,0.840596002804769,0.936228857343921,0.896501669327914
"128",45,3,0.25,0.2,0.630713826786024,0.859224520176981,0.716181061394381,0.776511061415762,0.935261432536029,0.906841535965387
"129",45,3,0.25,0.2,0.716102139261444,0.860979203785188,0.833912037037037,0.830394065074945,0.958911698305039,0.916666666666667
"130",45,3,0.25,0.2,0.715085069199963,0.858707824014966,0.787703274671419,0.918385641215809,0.952440320302477,0.922023540063377
"131",45,3,0.25,0.2,0.629975724400571,0.880265027882816,0.804032766225583,0.841264469893134,0.948096039199662,0.901785714285714
"132",45,3,0.25,0.2,0.653949556612081,0.836472291824908,0.751220703125,0.8334352173517,0.931486452216803,0.9189453125
"133",45,3,0.25,0.2,0.617091734862599,0.845892927865155,0.820204081632653,0.852783546304218,0.956350188574191,0.910027744748315
"134",45,3,0.25,0.2,0.700008617474858,0.886014839622264,0.790376475829806,0.903368191172878,0.954948211516338,0.901785714285714
"135",45,3,0.25,0.2,0.642010480421868,0.860029865957268,0.839181835241133,0.789357699495937,0.939734351181059,0.877218934911243
"136",45,3,0.25,0.2,0.727039914401262,0.84203377189827,0.828125,0.837723077699425,0.937235119090775,0.914530993561419
"137",45,3,0.25,0.2,0.72377646466931,0.84949021861406,0.809073724007561,0.83340492814722,0.933119157282096,0.918246588576259
"138",45,3,0.25,0.2,0.690511064089241,0.872645201827074,0.796471329552615,0.868655973880363,0.95070036485555,0.924223115380845
"139",45,3,0.25,0.2,0.694406261202858,0.884060910602274,0.722424557752341,0.85340852563003,0.940758477994526,0.912577479338843
"140",45,3,0.25,0.2,0.619045369610972,0.874848686256523,0.801836734693878,0.842520539355993,0.94687411793584,0.88578125
"141",45,3,0.25,0.2,0.722641311769884,0.847056454252491,0.829994048799841,0.879719974396709,0.951349573728789,0.871647832686794
"142",45,3,0.25,0.2,0.640985371750863,0.87677446376387,0.856821329639889,0.855715745712698,0.929860016956825,0.913899287525661
"143",45,3,0.25,0.2,0.605801322527263,0.844233001767756,0.827733333333333,0.877287971617292,0.947220555250412,0.917100242802636
"144",45,3,0.25,0.2,0.686526939616877,0.881471865148046,0.773415977961432,0.852807937430268,0.962629526602833,0.907652785289346
"145",45,3,0.25,0.2,0.700836851975517,0.850583901217421,0.843685494464252,0.844183233296229,0.942621526741712,0.910027744748315
"146",45,3,0.25,0.2,0.667325648778245,0.858857938851453,0.751220703125,0.838829390166091,0.945654614651545,0.908442330558858
"147",45,3,0.25,0.2,0.765040159273907,0.893594056832898,0.833912037037037,0.849665070788728,0.948169798651839,0.924221490062706
"148",45,3,0.25,0.2,0.666466193267249,0.843875953258961,0.716181061394381,0.883868799092996,0.963877821001381,0.913703703703704
"149",45,3,0.25,0.2,0.706323243233109,0.844784419485304,0.832426346406455,0.839071345875987,0.939497281387206,0.893017854550733
"150",45,3,0.25,0.2,0.726572238987516,0.850497612290263,0.85336011687363,0.863784602564465,0.954554815563678,0.898243576716505
"151",45,3,0.25,0.2,0.691290232266184,0.879767012636381,0.872114965887647,0.839935092187171,0.93582298665288,0.913634215500945
"152",45,3,0.25,0.2,0.675964266035523,0.850665687417684,0.773415977961432,0.868476919276976,0.940296053209586,0.922326869806094
"153",45,3,0.25,0.2,0.667566805543574,0.830334774489528,0.809073724007561,0.861301839142,0.932632250636595,0.865575982459099
"154",45,3,0.25,0.2,0.678027381238404,0.845716707811446,0.823419027960218,0.849322135947384,0.944092580167553,0.904636678200692
"155",45,3,0.25,0.2,0.734681441346595,0.884401944296053,0.843685494464252,0.853489732811672,0.945027277388842,0.90093537414966
"156",45,3,0.25,0.2,0.630224425472038,0.84435802207022,0.820204081632653,0.888988065766273,0.94375579392629,0.880577037477692
"157",45,3,0.25,0.2,0.835841911874857,0.853960445262999,0.812159879902421,0.879830944843357,0.943225524505154,0.917178638941399
"158",45,3,0.25,0.2,0.768606835440257,0.871837868843498,0.827613568736362,0.858642333028994,0.946754539347879,0.92775218115871
"159",45,3,0.25,0.2,0.7347242658006,0.881078225450565,0.849549861495845,0.840997251087934,0.932580145413666,0.881909950328473
"160",45,3,0.25,0.2,0.742284867470313,0.85969531261824,0.787703274671419,0.791745627306527,0.934235613585413,0.894671280276817
"161",45,3,0.25,0.2,0.669919854890116,0.865669845119759,0.820204081632653,0.875860761770423,0.945963647049215,0.920014177693762
"162",45,3,0.25,0.2,0.737236906055032,0.858637365009592,0.852264426588751,0.863332997220363,0.953804301124375,0.900351541373716
"163",45,3,0.25,0.2,0.677012665373007,0.833086982130869,0.829994048799841,0.791386454955961,0.951597973255046,0.913703703703704
"164",45,3,0.25,0.2,0.717700686858936,0.840141467129198,0.796471329552615,0.885231906715909,0.925044841803403,0.919305293005671
"165",45,3,0.25,0.2,0.658035783167536,0.825319200396721,0.796875,0.852033393384967,0.946517379006367,0.902975778546713
"166",45,3,0.25,0.2,0.755769728042775,0.852438655898073,0.827613568736362,0.848718735436532,0.944060838211805,0.898243576716505
"167",45,3,0.25,0.2,0.794232940011127,0.889056539388616,0.853333333333333,0.876348512855725,0.958064040062927,0.921262573707943
"168",45,3,0.25,0.2,0.742722557309815,0.850141651601031,0.833912037037037,0.855201414879456,0.950926264120154,0.881909950328473
"169",45,3,0.25,0.2,0.688923109692374,0.876117104468579,0.739501953125,0.906710741583744,0.947680658928802,0.902975778546713
"170",45,3,0.25,0.2,0.732292104236242,0.872655942270843,0.869623882610896,0.893107330708868,0.954797248179269,0.88296875
"171",45,3,0.25,0.2,0.742512005356092,0.854350418702288,0.680833333333333,0.853939262895715,0.947384040726511,0.906841535965387
"172",45,3,0.25,0.2,0.578980040603662,0.865056769317356,0.814933333333333,0.813109029679548,0.955041275803122,0.923656509695291
"173",45,3,0.25,0.2,0.72457943590138,0.869195594836942,0.837384259259259,0.875141795704152,0.951000599934685,0.90093537414966
"174",45,3,0.25,0.2,0.656596565257995,0.857868538591616,0.7286470143613,0.850666294497244,0.916794517633228,0.913703703703704
"175",45,3,0.25,0.2,0.739477304157239,0.842199506610961,0.845937324075812,0.908182979636,0.943087494117573,0.90093537414966
"176",45,3,0.25,0.2,0.727097155102432,0.845872544333448,0.810408163265306,0.84590756568381,0.944218662171821,0.914530993561419
"177",45,3,0.25,0.2,0.674896550677867,0.841703588382338,0.766528925619835,0.853631817625307,0.938061235888422,0.908442330558858
"178",45,3,0.25,0.2,0.753519796050935,0.848873418639332,0.811594202898551,0.867794465274396,0.946665460762687,0.910027744748315
"179",45,3,0.25,0.2,0.639372405975088,0.875005190727375,0.832426346406455,0.839000639703817,0.937834875357373,0.9269
"180",45,3,0.25,0.2,0.691070070947418,0.840814701054245,0.790816326530612,0.861766146157808,0.948465578272511,0.91679748822606
"181",45,3,0.25,0.2,0.729945716744662,0.84017672285192,0.787703274671419,0.858495198969388,0.93648696659703,0.88296875
"182",45,3,0.25,0.2,0.72395369204177,0.859274933052543,0.876232741617357,0.846856253561269,0.940909973396681,0.923656509695291
"183",45,3,0.25,0.2,0.696856950332727,0.866170192041169,0.778925619834711,0.857644008239496,0.934308173389363,0.898384353741497
"184",45,3,0.25,0.2,0.65891192718508,0.852961897818585,0.85296875,0.85899255551281,0.953225838994119,0.907652785289346
"185",45,3,0.25,0.2,0.707304394904169,0.915228627779969,0.871647832686794,0.918038125381607,0.936519348168315,0.852264426588751
"186",45,3,0.25,0.2,0.6509377087536,0.855640312937464,0.843685494464252,0.828852795117112,0.944091287926005,0.88578125
"187",45,3,0.25,0.2,0.627725129068294,0.843380675563329,0.801836734693878,0.878422204498846,0.937997325104278,0.90093537414966
"188",45,3,0.25,0.2,0.661019640051605,0.863527015562387,0.815270083102493,0.890641743121193,0.937344126848669,0.894854253420583
"189",45,3,0.25,0.2,0.716781265160785,0.854519138763034,0.820204081632653,0.821651766569482,0.961135101593851,0.88296875
"190",45,3,0.25,0.2,0.794198748891127,0.853615534471702,0.833912037037037,0.903964009173618,0.899709481577319,0.8732741617357
"191",45,3,0.25,0.2,0.741813186987588,0.861908738107695,0.838541666666667,0.869584421986798,0.952571472743641,0.888888888888889
"192",45,3,0.25,0.2,0.69064542619091,0.849142592910194,0.876232741617357,0.852474271240036,0.953279384824836,0.920014177693762
"193",45,3,0.25,0.2,0.707429146933455,0.848283492953339,0.821428571428571,0.890844910897096,0.952306501676323,0.901785714285714
"194",45,3,0.25,0.2,0.722523218038757,0.855137977869976,0.737717309145881,0.851279216767031,0.951215935586808,0.915925925925926
"195",45,3,0.25,0.2,0.770065386623668,0.874735819264559,0.849549861495845,0.807570040829889,0.939582689713255,0.926384839650146
"196",45,3,0.25,0.2,0.707299934427746,0.882027417267983,0.811594202898551,0.852197811232127,0.949464283432665,0.900515259611574
"197",45,3,0.25,0.2,0.732293557069518,0.843927060980845,0.85230909922268,0.826496526500626,0.949145922177469,0.922200520833333
"198",45,3,0.25,0.2,0.694810580746756,0.865838984831157,0.853333333333333,0.903290814408361,0.929388933864558,0.909551986475063
"199",45,3,0.25,0.2,0.615671541895824,0.870344866994023,0.801686851211073,0.847819580910859,0.931372910947915,0.8880276816609
"200",45,3,0.25,0.2,0.676398086117674,0.862075199787211,0.751220703125,0.877181190464609,0.935140993434486,0.890717878372199
"201",45,3,0.25,0.2,0.61043625548918,0.859672900825396,0.796471329552615,0.8270595571556,0.947667467406743,0.910027744748315
"202",45,3,0.25,0.2,0.716380610668799,0.850774470341403,0.811594202898551,0.85587577273579,0.93059310391124,0.913703703703704
"203",45,3,0.25,0.2,0.622297436126208,0.851004570934299,0.744490358126722,0.856405535629175,0.958170096408424,0.893017854550733
"204",45,3,0.25,0.2,0.686567727147993,0.905396927398587,0.852264426588751,0.886456247792331,0.940639224807615,0.906841535965387
"205",45,3,0.25,0.2,0.623097336677868,0.864441677661235,0.716181061394381,0.867341168743967,0.931255507559489,0.796496539792388
"206",45,3,0.25,0.2,0.644641222824589,0.892537179295013,0.716181061394381,0.802416554712878,0.950394595898318,0.913016033329125
"207",45,3,0.25,0.2,0.670074842986536,0.845150940460323,0.839181835241133,0.80248499161422,0.950190501603796,0.923885880882965
"208",45,3,0.25,0.2,0.749442573160486,0.848965384638242,0.801836734693878,0.86638763521276,0.934702070499776,0.845937324075812
"209",45,3,0.25,0.2,0.638467133610587,0.832695876097762,0.853333333333333,0.846666534673243,0.936018466947681,0.89128494943486
"210",45,3,0.25,0.2,0.729805355891642,0.854256819510099,0.822852608609403,0.771480463359991,0.940365575361374,0.887792132384962
"211",45,3,0.25,0.2,0.757533175834847,0.865676128808705,0.822852608609403,0.845989234276288,0.936631726433137,0.91679748822606
"212",45,3,0.25,0.2,0.656703134363555,0.845106423358746,0.872546103509816,0.833511326813165,0.947104295620915,0.876232741617357
"213",45,3,0.25,0.2,0.708848637569861,0.844690031518152,0.800389273356401,0.901504353990576,0.953908852926925,0.90093537414966
"214",45,3,0.25,0.2,0.658901657586823,0.862565314679262,0.828774238227147,0.870318205165296,0.951225927327122,0.902975778546713
"215",45,3,0.25,0.2,0.661162152361001,0.837732619555329,0.829994048799841,0.891721360226062,0.943297644520003,0.915925925925926
"216",45,3,0.25,0.2,0.633080289071304,0.840851767345742,0.85296875,0.830063713701848,0.941376389534943,0.885230909922268
"217",45,3,0.25,0.2,0.671012882622297,0.838426308802897,0.751220703125,0.822304050261215,0.919289013233683,0.911802685950413
"218",45,3,0.25,0.2,0.68331211969402,0.849961591537568,0.773415977961432,0.855143423886634,0.948035548756946,0.871647832686794
"219",45,3,0.25,0.2,0.645987543423618,0.835789334281843,0.859733333333333,0.883640233525936,0.939430863345605,0.894672796106003
"220",45,3,0.25,0.2,0.700774847794292,0.83320793521208,0.829994048799841,0.876273433217039,0.943399237820172,0.908442330558858
"221",45,3,0.25,0.2,0.630459602652268,0.873503145808785,0.763076923076923,0.851885936904378,0.938198383052234,0.923656509695291
"222",45,3,0.25,0.2,0.64135597927185,0.855389915115156,0.820023148148148,0.893531540047082,0.939788678905467,0.90093537414966
